,name,image,keys,points,calories,summary
939,Tzatziki Fish Tacos,https://www.skinnytaste.com/wp-content/uploads/2019/07/Tzatziki-Fish-Tacos-6-260x390.jpg,"['AF', 'HF', 'KF']",7,350.0,"Tzatziki Fish Tacos have a Greek twist! Crisp breaded fish fillets served on tortillas topped with tzatziki sauce made with Greek yogurt, cucumbers and fresh herbs."
940,Buffalo Shrimp Lettuce Wraps,https://www.skinnytaste.com/wp-content/uploads/2019/07/Buffalo-Shrimp-Lettuce-Wraps-7-260x390.jpg,"['GF', 'KF', 'LC', 'Q']",4,242.0,"These easy, low-carb Buffalo Shrimp Lettuce Wraps are spicy, light and delicious topped with celery and blue cheese or ranch dressing. Ready in under 15 minutes!"
941,Air Fryer Chicken Milanese with Baby Arugula,https://www.skinnytaste.com/wp-content/uploads/2019/07/Air-Fryer-Chicken-Milanese-5-260x390.jpg,"['AF', 'GF', 'KF', 'Q']",1,219.0,"Crisp, golden, delicious Air Fryer Chicken Milanese with Baby Arugula and lemon wedges is one of my favorite dinner recipes!"
942,Bruschetta with Tomato and Basil,https://www.skinnytaste.com/wp-content/uploads/2008/04/Bruschetta-4-260x390.jpg,"['DF', 'Q', 'V']",2,49.6,"Bruschetta with Tomato and Basil, one of my favorite ways to use up all my summer tomatoes is with this simple appetizer or side dish."
943,Perfectly Grilled Zucchini Recipe,https://www.skinnytaste.com/wp-content/uploads/2019/07/Perfectly-Grilled-Zucchini-11-1-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'Q', 'V', 'W']",1,48.0,"Make Perfectly Grilled Zucchini all summer long! Quick and easy, great as a side dish with anything you’re grilling."
944,Grilled Vegetable Platter with Yogurt Mint Sauce,https://www.skinnytaste.com/wp-content/uploads/2019/06/Grilled-Vegetable-Platter-with-Yogurt-Mint-Sauce-6-260x390.jpg,"['GF', 'HF', 'LC', 'Q', 'V']",3,196.0,"This beautiful, Grilled Vegetables Platter with Yogurt Mint Sauce is so colorful and delicious. An easy summer side dish made with asparagus, zucchini, squash, red onion and bell peppers."
945,Zesty Lime Shrimp and Avocado Salad,https://www.skinnytaste.com/wp-content/uploads/2015/06/Zesty-Lime-Shrimp-_-Avocado-Salsa-9-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'Q', 'W']",2,197.0,"Zesty Lime Shrimp and Avocado Salad, a light and refreshing salad that requires no cooking! Lime juice and cilantro are the key ingredients to creating this wonderful, healthy salad you’ll want to make all summer long."
946,Breakfast BLT,https://www.skinnytaste.com/wp-content/uploads/2019/06/BLT-Egg-Sandwich-8-260x390.jpg,"['DF', 'GF', 'HF', 'KF', 'Q']",6,288.0,"Breakfast BLT made with center cut bacon, lettuce, tomato and egg on whole wheat bread."
947,Mexican Shrimp Diablo,https://www.skinnytaste.com/wp-content/uploads/2019/06/Mexican-Shrimp-Diablo-6-260x390.jpg,"['GF', 'HF', 'Q']",3,281.0,"This delicious Mexican Shrimp dish is made with saucy Chipotle shrimp served over a bed of corn, zucchini, and red onions, and served with a side of avocado."
948,Salmon Avocado Salad,https://www.skinnytaste.com/wp-content/uploads/2019/06/Salmon-Avocado-Salad-8-260x390.jpg,"['DF', 'GF', 'HP', 'HF', 'LC', 'Q', 'W']",4,329.0,This Salmon Avocado Salad is made with my two favorite super foods – avocado and wild salmon. I could eat this every day!
949,Campfire Dinner Meatloaf Foil Packets,https://www.skinnytaste.com/wp-content/uploads/2019/06/Campfire-Meatloaf-Dinner-Foil-7-260x390.jpg,[],8,397.0,"These Campfire Meatloaf Foil Packets are great for camping, glamping or for an easy weeknight dinner made with turkey meatloaf, BBQ sauce and succotash."
950,Chicken Chimichangas,https://www.skinnytaste.com/wp-content/uploads/2019/06/Chicken-Chimichangas-09-260x390.jpg,"['AF', 'HF', 'KF']",7,391.0,"Crispy chicken chimichangas (air fryer or baked) are a healthier twist on the Tex-Mex favorite! They’re filled with cheese, green chiles, and seasoned shredded chicken, then topped with fresh pico de gallo."
951,Chickpea Salad with Cucumbers and Tomatoes,https://www.skinnytaste.com/wp-content/uploads/2019/06/Chickpea-Salad-7-260x390.jpg,"['DF', 'GF', 'HF', 'Q', 'V']",1,182.0,"This healthy, summer Chickpea Salad with cucumbers and tomatoes is great for lunch or as a side dish with anything you’re grilling!"
952,Air Fryer Chicken Breast,https://www.skinnytaste.com/wp-content/uploads/2019/06/How-To-Make-Juicy-Air-Fryer-Chicken-Breasts-4-260x390.jpg,"['AF', 'DF', 'GF', 'KF', 'LC', 'MP', 'W']",0,208.0,This foolproof recipe for making boneless air fryer chicken breast will give you perfectly juicy chicken every time.
953,Air Fryer Asian-Glazed Boneless Chicken Thighs,https://www.skinnytaste.com/wp-content/uploads/2019/06/Air-Fryer-Asian-Glazed-Boneless-Chicken-Thighs-4-260x390.jpg,"['AF', 'DF', 'KF', 'LC', 'Q']",8,297.0,"These Air Fryer Asian-Glazed Boneless Chicken Thighs come out so juicy and delicious, I’m simply obsessed with this recipe!"
954,Taco Stuffed Zucchini Boats,https://www.skinnytaste.com/wp-content/uploads/2013/07/Turkey-Taco-Zucchini-Boats-1-7-260x390.jpg,"['GF', 'HF', 'KF', 'LC']",6,269.0,"These low-carb stuffed turkey taco zucchini boats are so easy and delicious, a fun twist on taco night!"
955,Grilled Cumin Spiced Pork Tenderloin,https://www.skinnytaste.com/wp-content/uploads/2014/06/Skinnytaste-Grilled-Cumin-Spiced-Pork-Tenderloin-9-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'Q', 'W']",2,162.0,"This easy Grilled Cumin Spiced Pork Tenderloin is perfect for summer nights. I season it with a quick, flavorful rub then throw it on the grill. While it cooks for 30 minutes, I make a salad and dinner is ready!"
956,Vegan Caesar Salad,https://www.skinnytaste.com/wp-content/uploads/2019/06/Grilled-Romaine-Vegan-Caesar-Wedges-9-260x390.jpg,"['DF', 'GF', 'LC', 'Q', 'V', 'W']",1,123.0,"This Vegan Caesar Salad is delicious! The Caesar Salad dressing is made with raw cashews to make it creamy along with lemon juice, Dijon, garlic and capers."
957,Pineapple Shrimp Fried Rice,https://www.skinnytaste.com/wp-content/uploads/2011/07/Pineapple-Shrimp-Fried-Rice-10-260x390.jpg,"['DF', 'GF', 'KF', 'Q']",5,431.0,"I love this Malaysian-inspired Pineapple Shrimp Fried Rice, it has a delicious flavor combination of savory, sweet and spicy. Serve it in hollowed out pineapples for a beautiful presentation!"
958,Air Fryer Cajun Shrimp Dinner,https://www.skinnytaste.com/wp-content/uploads/2019/05/Air-Fryer-Cajun-Shrimp-Dinner-2-260x390.jpg,"['AF', 'DF', 'GF', 'KF', 'LC', 'W']",4,284.0,"This fast and easy Air Fryer Cajun Shrimp recipe is a meal-in-one, made with shrimp, sausage, and lots of colorful vegetables such as zucchini, yellow squash and bell peppers."
959,California Grilled Chicken Avocado and Mango Salad,https://www.skinnytaste.com/wp-content/uploads/2012/05/GRILLED-CHICKEN-AVOCADO-AND-MANGO-SALAD-3-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'Q', 'W']",4,258.0,"Grilled Chicken pairs beautifully with avocados and mangoes in this delicious salad, perfect for those warmer nights you don’t want to heat up the kitchen."
960,Parmesan-Basil Air Fryer Salmon (or Baked),https://www.skinnytaste.com/wp-content/uploads/2019/05/Air-Fryer-Basil-Parmesan-Salmon-8-260x390.jpg,"['AF', 'GF', 'KF', 'LC', 'Q']",3,289.0,"I’m obsessed with this Basil-Parmesan Air Fryer Salmon recipe! It comes out perfectly juicy in the air fryer, or bake it in the oven!"
961,Potato and Green Bean Salad,https://www.skinnytaste.com/wp-content/uploads/2009/02/Potato-and-Green-Bean-Salad-6-260x390.jpg,"['DF', 'GF', 'HF', 'KF', 'V', 'W']",4,153.0,"This Potato and Green Bean Salad with balsamic vinaigrette is a delicious mayo-free potato salad, perfect for potlucks and a great side dish with anything you’re grilling!"
962,Mediterranean Sea Bass,https://www.skinnytaste.com/wp-content/uploads/2019/05/Mediterranean-Sea-Bass-10-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'Q']",3,362.0,"This healthy Mediterranean Sea Bass is smothered in a piquant, healthy, Mediterranean-inspired sauce made from tomatoes, white wine, fennel and olives."
963,Everything Parmesan Crisps,https://www.skinnytaste.com/wp-content/uploads/2019/05/Everything-Parmesan-Crisps-5-260x390.jpg,"['GF', 'KF', 'LC', 'Q']",2,66.0,"I love making these Everything Parmesan Crisps as a low-carb snack, to add to Caesar salad in place of croutons, with soup, or a great addition to any charcuterie board as an appetizer."
964,Green Detox Soup with Toasted Hemp Gremolata,https://www.skinnytaste.com/wp-content/uploads/2019/05/Actually-Delicious-Green-Detox-Soup-with-Toasted-Hemp-Gremolata-5-260x390.jpg,"['DF', 'GF', 'HF', 'Q', 'V', 'W']",9,413.0,"Delicious Green Detox Soup with Toasted Hemp Gremolata is not your typical detox soup, this one is loaded with healthy fats and hemp seeds, a complete protein so it keeps you full too! Perfect if you need a reset from a weekend spent indulging!"
965,Air Fryer Hard Boiled Eggs,https://www.skinnytaste.com/wp-content/uploads/2019/05/Air-Fryer-Hard-Boiled-Eggs-2-260x390.jpg,"['AF', 'DF', 'GF', 'KF', 'LC', 'Q', 'V', 'W']",0,78.0,"Making hard boiled eggs in the air fryer is so quick and easy, no water needed! It’s the only way I cook eggs now!"
966,Crispy Avocado Egg Rolls (Air Fryer or Oven),https://www.skinnytaste.com/wp-content/uploads/2019/04/Avocado-Egg-Rolls-with-Sweet-and-Spicy-Dipping-Sauce-11-260x390.jpg,"['AF', 'DF', 'KF', 'Q', 'V']",4,148.0,"These easy Air Fryer Avocado Egg Rolls are inspired by the Cheesecake Factory egg rolls, only healthier because they are made in the Air fryer or oven."
967,Smoked Salmon Breakfast Flatbread,https://www.skinnytaste.com/wp-content/uploads/2019/04/Smoked-Salmon-Breakfast-Flatbread-7-260x390.jpg,"['AF', 'GF', 'Q']",6,247.0,"These everything bagel flatbreads, which are great for breakfast or breakfast-for-dinner combine two of my favorite foods – lox and everything bagel seasoning!"
968,Ranch Chicken Salad,https://www.skinnytaste.com/wp-content/uploads/2019/04/RANCH-CHICKEN-SALAD-11-260x390.jpg,"['GF', 'LC', 'MP', 'Q']",3,167.0,This light and easy chicken salad recipe made with leftover rotisserie chicken breast meat and my homemade ranch dressing. Great for lunch and meal prep!
969,Skinnytaste Air Fryer Cookbook: Get a Free 39-Page Bonus Download with Your Pre-Order,https://www.skinnytaste.com/wp-content/uploads/2019/04/Cover-Skinnytaste_Air-Fryer_Bonus-Pack_FNL-2-260x390.jpg,['AF'],,,"I’m beyond excited that in just a few short weeks my new cookbook The Skinnytaste Air Fryer Cookbook will finally be hitting bookstores May 7, but it’s available to pre-order now!!"
970,Key Lime Yogurt Pie,https://www.skinnytaste.com/wp-content/uploads/2019/04/Key-Lime-Yogurt-Pie-7-260x390.jpg,"['GF', 'KF']",7,139.0,"This easy Key Lime Yogurt Pie is a cross between a key lime pie and a key lime cheesecake with a light, creamy filling that is sweet and tart, made with key lime juice, yogurt and cream cheese in a graham cracker crust."
971,Chicken Parmesan Lasagna,https://www.skinnytaste.com/wp-content/uploads/2019/03/Chicken-Parmesan-Lasagna-2-2-260x390.jpg,"['FM', 'GF', 'KF']",9,454.0,This easy Chicken Parmesan Lasagna is a combination of two classic dishes. It’s the perfect family-friendly dish to feed a large crowd!
972,Thin Tortilla Pizza,https://www.skinnytaste.com/wp-content/uploads/2019/04/Easy-Tortilla-Thin-Crust-Pizza-4-260x390.jpg,"['GF', 'KF', 'Q', 'V']",5,118.0,"This easy tortilla pizza recipe is delicious, low-calorie and quick to whip up for lunch. Just add your favorite pizza toppings, ready in under 15 minutes!"
973,Tex Mex Migas,https://www.skinnytaste.com/wp-content/uploads/2019/04/Tex-Mex-Migas-9-260x390.jpg,"['GF', 'HF', 'KF', 'Q', 'V']",5,326.0,"Migas is a popular Tex Mex breakfast dish made with chopped corn tortillas, cheese, tomatoes, jalapeños, and onions. I serve it plated with tortillas on the side, but they can also be wrapped in a tortilla, taco style."
974,Chicken and Asparagus Lemon Stir Fry,https://www.skinnytaste.com/wp-content/uploads/2014/03/Chicken-and-Asparagus-Lemon-Stir-Fry-5-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'Q', 'W']",2,268.0,"This quick weeknight Chicken and Asparagus Lemon Stir Fry is perfect for spring, made with lean chicken breast, asparagus, fresh lemon, garlic and ginger."
975,The Best Turkey Meatloaf Recipe,https://www.skinnytaste.com/wp-content/uploads/2009/02/turkey-meatloaf-8-260x390.jpg,"['FM', 'GF', 'KF']",3,259.0,Turkey meatloaf is a favorite in our house! This healthy ground turkey meatloaf recipe is a staple in my home! Easy and delicious.
976,BBQ Chicken Quesadilla,https://www.skinnytaste.com/wp-content/uploads/2019/04/BBQ-Quesadilla-1-2-260x390.jpg,"['HF', 'KF', 'Q']",6,325.0,"This BBQ Chicken Quesadilla is a fun twist on a traditional quesadilla. Made with chicken breast, BBQ sauce, cheese, red onion and cilantro on a high fiber whole wheat tortilla."
977,Veggie Ham and Cheese Breakfast Egg Casserole,https://www.skinnytaste.com/wp-content/uploads/2014/05/Veggie-Ham-Egg-Cheese-Bake-260x390.jpg,"['FM', 'GF', 'KF', 'LC', 'MP']",3,152.0,Make this delicious and easy Veggie Ham and Cheese Breakfast Egg Casserole for brunch or make it ahead for meal prep for the week.
978,Honey Lemon Bars with Whole Wheat Shortbread Crust,https://www.skinnytaste.com/wp-content/uploads/2012/06/Skinny-Honey-Lemon-Bars-12-260x390.jpg,['V'],7,135.0,"Pucker Up! These sweet and tangy Honey Lemon Bars made with fresh lemon, lemon zest and honey and a whole wheat shortbread crust are a little lighter than traditional lemon bars, but are so tasty and hard to resist."
979,Freezer Breakfast Burritos,https://www.skinnytaste.com/wp-content/uploads/2019/03/breakfast-burritos-1-11-260x390.jpg,"['AF', 'FM', 'HF', 'KF', 'MP', 'Q']",5,261.0,"These freezer breakfast burritos, stuffed with scrambled eggs, scallions, bell pepper, bacon and cheese, are a great way to start the day! Make them ahead and freeze them for meal prep so you can have them ready any day of the week."
980,Heather’s Buddha Bowl,https://www.skinnytaste.com/wp-content/uploads/2019/03/Heather_s-Buddha-Bowl-7-1-260x390.jpg,"['DF', 'GF', 'HF', 'V']",7,372.0,"This easy Buddha Bowl is made with roasted broccoli, butternut squash, and onions piled on top of whole grain rice and topped with sliced avocado, a sunny-side fried egg, and crunchy pecans."
981,Hard Boiled Eggs,https://www.skinnytaste.com/wp-content/uploads/2017/04/Perfect-Instant-Pot-Eggs-1-2-1-260x390.jpg,"['DF', 'GF', 'KF', 'LC', 'Q', 'W']",0,77.0,"If you want to know how to hard boil eggs, this foolproof stove top method has you covered. It makes perfect hard boiled eggs every time!"
982,Swiss Chard Eggs Benedict,https://www.skinnytaste.com/wp-content/uploads/2019/03/Swiss-Chard-Eggs-Benedict-8-260x390.jpg,"['DF', 'GF', 'HF', 'Q']",3,244.0,"I love this lighter take on Eggs Benedict made with Canadian bacon, Swiss chard and poached eggs on a whole wheat English muffin. Perfect for breakfast or brunch!"
983,Apricot-Rum Glazed Spiral Ham,https://www.skinnytaste.com/wp-content/uploads/2017/04/Apricot-Rum-Glazed-Spiral-Ham-2-260x390.jpg,"['DF', 'GF', 'HP', 'KF']",5,145.0,"Apricot-Rum Glazed Spiral Ham is perfect for the Holidays, and easy since the ham is already cooked you’re basically just heating it up and adding your own glaze."
984,Green Bean Salad,https://www.skinnytaste.com/wp-content/uploads/2009/03/Green-Bean-Salad-8-260x390.jpg,"['DF', 'GF', 'LC', 'Q', 'V', 'W']",3,176.0,"One of my favorite ways to enjoy green beans–in a chilled green bean salad! The delicious flavors of these balsamic green beans made with black olives, scallions and eggs complement any meal or holiday potluck."
985,Yogurt Waffles,https://www.skinnytaste.com/wp-content/uploads/2019/03/Yogurt-Waffles-8-260x390.jpg,"['FM', 'GF', 'KF', 'MP', 'Q']",5,195.0,Whip up these protein-packed yogurt waffles for breakfast & freeze the rest for easy meal prep! A simple recipe that makes fluffy waffles you’ll love.
986,Sesame Crusted Tuna Steak on Arugula,https://www.skinnytaste.com/wp-content/uploads/2008/03/Sesame-Tuna-1-7-260x390.jpg,"['DF', 'GF', 'LC', 'Q']",6,290.0,Sesame Crusted Tuna Steak on Arugula drizzled with a balsamic soy-ginger vinaigrette –all I can say is yum! This is an easy main course salad or appetizer.
987,White Bean Turkey Chili,https://www.skinnytaste.com/wp-content/uploads/2008/03/white-bean-chili-5-260x390.jpg,"['FM', 'GF', 'HF', 'KF']",5,307.0,"A delicious, creamy White Bean Turkey Chili recipe made with canned white beans, ground turkey, aromatics and spices – no tomatoes!"
988,Shrimp Scampi with Broccoli Orzo,https://www.skinnytaste.com/wp-content/uploads/2019/03/Shrimp-Scampi-with-Broccoli-Orzo-6-260x390.jpg,"['GF', 'KF', 'Q']",7,282.0,This quick and easy Shrimp Scampi with Broccoli Orzo is a dish the whole family will love and it’s ready in under 30 minutes!
989,Slow Cooker Split Pea Soup,https://www.skinnytaste.com/wp-content/uploads/2019/03/Slow-Cooker-Split-Pea-Soup-6-260x390.jpg,"['DF', 'FM', 'GF', 'HF', 'KF', 'SC']",2,325.0,"Making Split Pea Soup in the Slow Cooker is so easy and perfect for busy weeknight meals. It’s also freezer friendly, so you can make a batch and freeze the leftovers for another night."
990,Broccoli and Cheese Stuffed Chicken (Oven or Air Fryer),https://www.skinnytaste.com/wp-content/uploads/2009/04/Chicken-Roll-Ups-with-Broccoli-_-Cheese-18-260x390.jpg,"['AF', 'FM', 'GF', 'KF']",2,430.0,"Broccoli and Cheese Stuffed Chicken breasts are filled with cheddar and broccoli, then rolled up, breaded and baked in the oven or air fryer!"
